1,1.5297838888888888
2,0.47856
3,0.2921797222222222
4,0.6505466666666667
5,0.5352144444444444
6,0.5233530555555556
7,0.5302197222222222
8,0.5329063888888889
9,0.5653744444444444
10,0.5078191666666667
11,0.6150997222222222
12,0.5631763888888889
13,0.4967722222222222
14,0.5999194444444444
15,0.5960419444444445
16,0.6417425
17,0.5084186111111111
18,0.6257227777777777
19,0.5970713888888889
20,0.5311172222222222
21,0.6214830555555556
22,0.6613197222222222
23,0.6660338888888889
24,0.6609116666666667
25,0.5684288888888889
26,0.6085716666666666
27,0.7026483333333333
28,0.6373358333333333
29,0.6342411111111111
30,0.7604672222222222
31,0.7455563888888889
32,0.74998
33,0.7745633333333334
34,0.7564
35,0.7515247222222222
36,0.8113563888888888
37,0.7863616666666666
38,0.8348486111111111
39,0.8486441666666666
40,0.8562941666666667
41,0.87553
42,0.936975
43,0.9383994444444445
44,0.9642361111111111
45,0.9823377777777778
46,0.9569019444444444
47,1.0820133333333333
48,0.9784391666666666
49,1.0814811111111111
50,0.7288819444444444
51,0.7023369444444445
52,0.7120088888888889
53,0.8441072222222222
54,0.7531005555555556
55,0.7757663888888889
56,0.7698763888888889
57,0.7819852777777778
58,0.8231588888888889
59,0.830205
60,0.8312608333333333
61,0.9486302777777778
62,0.9382197222222223
63,0.9067069444444444
64,0.8735372222222222
65,0.8983608333333334
66,0.93596
67,0.9784152777777778
68,0.909575
69,0.9545352777777778
70,0.9780430555555556
71,0.98326
72,0.9577613888888888
73,1.0875655555555555
74,0.99813
75,0.9844925
76,1.0464347222222221
77,1.0299922222222222
78,1.2340711111111111
79,1.115525
80,1.082405
81,1.2435961111111111
82,1.2441175
83,1.098335
84,1.3028513888888889
85,1.2097522222222221
86,1.180641388888889
87,1.1866341666666667
88,1.2818766666666668
89,1.1977325
90,1.2824711111111111
91,1.29923
92,1.3882958333333333
93,1.2946061111111111
94,1.3859505555555556
95,1.3158275
96,1.3989944444444444
97,1.3976608333333334
98,1.3648838888888888
99,1.3475225
100,1.369215
